month,order_id,billing_city,customer_id,product_id,product_price,product_title,product_type,variant_id,variant_sku,variant_title,api_client_title,shipping_city,market_name,total_sales,discounts,orders,customers,net_quantity,ordered_item_quantity
2023-01,5125581144294,Kelowna,6680148934886,5646494269595,59.000,The Well of Being,Book Prints,36119407263899,,,Online Store,Kelowna,International,59.000,0.000,1,1,1,1
2023-02,5139658211558,Fort Worth,6694044827878,4796659433610,69.000,Love,Mini,43417907527910,,Black / Hebrew,Online Store,Fort Worth,United States,69.000,0.000,1,1,1,1
2023-02,5139658211558,Fort Worth,6694044827878,0,0.000,,,0,,,Online Store,Fort Worth,United States,15.000,0.000,0,0,0,0
2023-02,5136296116454,Depew,5223907229851,0,0.000,,,0,,,Online Store,Depew,United States,0.000,0.000,0,0,0,0
2023-02,5136296116454,Depew,5223907229851,6306382599,169.000,Ballet,Gift Collection,32491304452234,PCballeB,Black,Online Store,Depew,United States,169.000,0.000,1,1,1,1
2023-02,5165116784870,Newport Beach,5228600557723,0,0.000,,,0,,,Online Store,Newport Beach,United States,0.000,0.000,0,0,0,0
2023-02,5165087588582,Parma,6046055268582,0,0.000,,,0,,,Online Store,Parma,United States,0.000,0.000,0,0,0,0
2023-02,5165087588582,Parma,6046055268582,5906123686043,69.000,Tree of Purple Hearts,Mini,37053196927131,MCtophB,Black,Online Store,Parma,United States,69.000,0.000,1,1,1,1
2023-02,5165087588582,Parma,6046055268582,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Parma,United States,10.000,0.000,1,1,1,1
2023-02,5136317579494,Severna Park,4501732655259,6306615303,169.000,Tree of Life,Gift Collection,32493347307658,PCtreeoB,Black,Online Store,Severna Park,United States,135.200,-33.800,1,1,1,1
2023-02,5136317579494,Severna Park,4501732655259,4612049404042,169.000,Open Birdcage,Gift Collection,32492984336522,PCopenbB,Black,Online Store,Severna Park,United States,135.200,-33.800,1,1,1,1
2023-02,5136317579494,Severna Park,4501732655259,0,0.000,,,0,,,Online Store,Severna Park,United States,0.000,0.000,0,0,0,0
2023-02,5143429677286,Toms River,6698761355494,0,0.000,,,0,,,Online Store,Los Angeles,United States,15.000,0.000,0,0,0,0
2023-02,5143429677286,Toms River,6698761355494,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Los Angeles,United States,9.000,-1.000,1,1,1,1
2023-02,5143429677286,Toms River,6698761355494,4826452033674,69.000,Western Wall,Mini,33259238523018,MCwesteB,Black,Online Store,Los Angeles,United States,62.100,-6.900,1,1,1,1
2023-02,5138534400230,Carnation,6693045928166,4826452033674,69.000,Western Wall,Mini,33259238555786,MCwesteC,Cream,Online Store,Carnation,United States,69.000,0.000,1,1,1,1
2023-02,5138534400230,Carnation,6693045928166,0,0.000,,,0,,,Online Store,Carnation,United States,0.000,0.000,0,0,0,0
2023-02,5148188279014,Wilmington,4377592594587,0,0.000,,,0,,,Online Store,Wilmington,United States,0.000,0.000,0,0,0,0
2023-02,5148188279014,Wilmington,4377592594587,5280927514779,69.000,Water Yourself,Mini,34575556771995,MCwateLB,Black / Standard,Online Store,Wilmington,United States,69.000,0.000,1,1,1,1
2023-02,5163678531814,Las Vegas,6729097773286,0,0.000,,,0,,,Online Store,Zichron Yaakov,International,-12.000,0.000,0,0,0,0
2023-02,5163678531814,Las Vegas,6729097773286,5646494269595,59.000,The Well of Being,Book Prints,36119407263899,,,Online Store,Zichron Yaakov,International,59.000,0.000,1,1,1,1
2023-02,5138055397606,Hindhead,5904334651622,6203234119,169.000,A moment's rest,Gift Collection,32493203882122,PCamomeB,Black,Online Store,Hindhead,International,160.550,-8.450,1,1,1,1
2023-02,5138055397606,Hindhead,5904334651622,0,0.000,,,0,,,Online Store,Hindhead,International,0.000,0.000,0,0,0,0
2023-02,5151078711526,Richardson,6710867460326,0,0.000,,,0,,,Online Store,Richardson,United States,0.000,0.000,0,0,0,0
2023-02,5151078711526,Richardson,6710867460326,4612036624522,169.000,Jerusalem Prayer,Gift Collection,32492898451594,PCjerusB,Black,Online Store,Richardson,United States,169.000,0.000,1,1,1,1
2023-02,5136362504422,Valhermoso Springs,5098931323035,0,0.000,,,0,,,Online Store,Valhermoso Springs,United States,0.000,0.000,0,0,0,0
2023-02,5136362504422,Valhermoso Springs,5098931323035,5280931414171,69.000,Small Things,Mini,34575590981787,MCsmallB,Black,Online Store,Valhermoso Springs,United States,55.200,-13.800,1,1,1,1
2023-02,5136362504422,Valhermoso Springs,5098931323035,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Valhermoso Springs,United States,55.200,-13.800,1,1,1,1
2023-02,5136362504422,Valhermoso Springs,5098931323035,5280927514779,69.000,Water Yourself,Mini,34575556771995,MCwateLB,Black / Standard,Online Store,Valhermoso Springs,United States,55.200,-13.800,1,1,1,1
2023-02,5162669506790,Flossmoor,6728176173286,4826470842506,69.000,Mazal,Mini,33259296129162,MCmazalB,Black,Online Store,Flossmoor,United States,69.000,0.000,1,1,1,1
2023-02,5162669506790,Flossmoor,6728176173286,0,0.000,,,0,,,Online Store,Flossmoor,United States,0.000,0.000,0,0,0,0
2023-02,5162121003238,Plano,6727608008934,0,0.000,,,0,,,Online Store,Plano,United States,0.000,0.000,0,0,0,0
2023-02,5162121003238,Plano,6727608008934,7543722442982,169.000,Giraffe Heart,Gift Collection,42287338324198,PCGiraffB,Black,Online Store,Plano,United States,152.100,-16.900,1,1,1,1
2023-02,5165116784870,Newport Beach,5228600557723,5906079547547,69.000,Tree of Orange Hearts,Mini,37053058285723,MCtoohW,Wood,Online Store,Newport Beach,United States,138.000,0.000,1,1,2,2
2023-03,5183372558566,Sartell,6032691429606,4605174448266,169.000,Lone Oak Tree,Gift Collection,32491293606026,PCloneoB,Black,Online Store,Sartell,United States,169.000,0.000,1,1,1,1
2023-03,5191907442918,ראש העין,6758364512486,0,0.000,,,0,,,Online Store,ראש העין,International,0.000,0.000,0,0,0,0
2023-03,5172818346214,New York,6737462952166,0,0.000,,,0,,,Online Store,New York,United States,0.000,0.000,0,0,0,0
2023-03,5197493862630,Narborough,5042444992667,0,0.000,,,0,,,Online Store,Narborough,International,0.000,0.000,0,0,0,0
2023-03,5197493862630,Narborough,5042444992667,6202345927,169.000,Shalom,Gift Collection,32493286621322,PCshaloB,Black,Online Store,Narborough,International,169.000,0.000,1,1,1,1
2023-03,5195475124454,תקוע,6772957937894,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,תקוע,International,0.000,-0.850,1,1,0,1
2023-03,5202534498534,Lincoln,6266758463718,0,0.000,,,0,,,Online Store,Lincoln,United States,0.000,0.000,0,0,0,0
2023-03,5200235987174,Lake Forest,6019077177574,0,0.000,,,0,,,Online Store,Lake Forest,United States,15.000,0.000,0,0,0,0
2023-03,5200235987174,Lake Forest,6019077177574,4605174448266,169.000,Lone Oak Tree,Gift Collection,32491293704330,PCloneoC,Cream,Online Store,Lake Forest,United States,149.000,-20.000,1,1,1,1
2023-03,5178588627174,Deerfield,6742509748454,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Deerfield,United States,10.000,0.000,1,1,1,1
2023-03,5199961620710,Lexington,6567840252134,5280925122715,69.000,Boots,Mini,34575547138203,MCbootsW,Wood,Online Store,Lexington,United States,69.000,0.000,1,1,1,1
2023-03,5199961620710,Lexington,6567840252134,6351983687,3100.000,Paris Spring,Series,37097494904987,,Black,Online Store,Lexington,United States,3100.000,0.000,1,1,1,1
2023-03,5183372558566,Sartell,6032691429606,0,0.000,,,0,,,Online Store,Sartell,United States,0.000,0.000,0,0,0,0
2023-03,5199961620710,Lexington,6567840252134,0,0.000,,,0,,,Online Store,Lexington,United States,-5.000,0.000,0,0,0,0
2023-03,5177492373734,Beverly Hills,5315077013659,0,0.000,,,0,,,Online Store,Lakewood,United States,0.000,0.000,0,0,0,0
2023-03,5177492373734,Beverly Hills,5315077013659,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Lakewood,United States,10.000,0.000,1,1,1,1
2023-03,5198543782118,Otelfingen,6251130061030,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Otelfingen,International,10.000,0.000,1,1,1,1
2023-03,5198543782118,Otelfingen,6251130061030,5280931414171,69.000,Small Things,Mini,34575591047323,MCsmallW,Wood,Online Store,Otelfingen,International,69.000,0.000,1,1,1,1
2023-03,5198543782118,Otelfingen,6251130061030,0,0.000,,,0,,,Online Store,Otelfingen,International,0.000,0.000,0,0,0,0
2023-03,5196167348454,Coventry,5069226639515,0,0.000,,,0,,,Online Store,Singapore,International,0.000,0.000,0,0,0,0
2023-03,5196167348454,Coventry,5069226639515,4826239631498,69.000,Emet,Mini,33258667638922,MCemetB,Black,Online Store,Singapore,International,69.000,0.000,1,1,1,1
2023-03,5196167348454,Coventry,5069226639515,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Singapore,International,10.000,0.000,1,1,1,1
2023-03,5207549903078,Belton,6845968974054,0,0.000,,,0,,,Online Store,Belton,United States,0.000,0.000,0,0,0,0
2023-03,5207549903078,Belton,6845968974054,6203242823,169.000,Men Raining,Gift Collection,33814001975434,PCmenraB,Black,Online Store,Belton,United States,169.000,0.000,1,1,1,1
2023-03,5200615047398,Grayson,4561350885531,6203252359,169.000,Happy Anniversary,Gift Collection,32493224788106,PChanniC,Cream,Online Store,Grayson,United States,149.000,-20.000,1,1,1,1
2023-03,5200615047398,Grayson,4561350885531,0,0.000,,,0,,,Online Store,Grayson,United States,0.000,0.000,0,0,0,0
2023-03,5207545741542,Lake Havasu City,6174152884454,0,0.000,,,0,,,Online Store,Houston,United States,15.000,0.000,0,0,0,0
2023-03,5203621216486,New York,6737462952166,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,New York,United States,10.000,0.000,1,1,1,1
2023-03,5203621216486,New York,6737462952166,0,0.000,,,0,,,Online Store,New York,United States,0.000,0.000,0,0,0,0
2023-03,5203621216486,New York,6737462952166,4826239631498,69.000,Emet,Mini,33258667704458,MCemetW,Wood,Online Store,New York,United States,62.100,-6.900,1,1,1,1
2023-03,5192510636262,Newark,6758994837734,7340697977062,169.000,Rachel's Tomb,Gift Collection,41885021733094,PCracheB,Black,Online Store,Newark,International,169.000,0.000,1,1,1,1
2023-03,5192510636262,Newark,6758994837734,0,0.000,,,0,,,Online Store,Newark,International,0.000,0.000,0,0,0,0
2023-03,5205775614182,Mclean,4427342774427,0,0.000,,,0,,,Online Store,Mclean,United States,0.000,0.000,0,0,0,0
2023-03,5205775614182,Mclean,4427342774427,6306615303,169.000,Tree of Life,Gift Collection,32493347307658,PCtreeoB,Black,Online Store,Mclean,United States,149.000,-20.000,1,1,1,1
2023-03,5204054147302,Ramat Gan,6758333350118,4826452033674,69.000,Western Wall,Mini,33259238523018,MCwesteB,Black,Online Store,Ramat Gan,International,69.000,0.000,1,1,1,1
2023-03,5204054147302,Ramat Gan,6758333350118,0,0.000,,,0,,,Online Store,Ramat Gan,International,15.000,0.000,0,0,0,0
2023-03,5178588627174,Deerfield,6742509748454,0,0.000,,,0,,,Online Store,Deerfield,United States,0.000,0.000,0,0,0,0
2023-03,5178588627174,Deerfield,6742509748454,4826582417546,69.000,Red Riding Hood,Mini,33259588944010,MCrrhW,Wood,Online Store,Deerfield,United States,69.000,0.000,1,1,1,1
2023-03,5202534498534,Lincoln,6266758463718,6179810823,169.000,Moonlight Dance,Gift Collection,32493353861258,PCmoonlB,Black,Online Store,Lincoln,United States,149.000,-20.000,1,1,1,1
2023-03,5193042133222,Perris,6759494779110,4826452033674,69.000,Western Wall,Mini,33259238523018,MCwesteB,Black,Online Store,Perris,United States,69.000,0.000,1,1,1,1
2023-03,5193042133222,Perris,6759494779110,6306615303,169.000,Tree of Life,Gift Collection,32493347307658,PCtreeoB,Black,Online Store,Perris,United States,169.000,0.000,1,1,1,1
2023-03,5195475124454,תקוע,6772957937894,0,0.000,,,0,,,Online Store,תקוע,International,0.000,0.000,0,0,0,0
2023-03,5193042133222,Perris,6759494779110,0,0.000,,,0,,,Online Store,Perris,United States,15.000,0.000,0,0,0,0
2023-03,5191907442918,ראש העין,6758364512486,5280920141979,69.000,Home,Mini,34575525249179,MChomeW,Wood / Standard,Online Store,ראש העין,International,69.000,0.000,1,1,1,1
2023-03,5172818346214,New York,6737462952166,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,New York,United States,10.000,0.000,1,1,1,1
2023-03,5199198421222,Champaign,6790182437094,0,0.000,,,0,,,Online Store,Dublin,United States,0.000,0.000,0,0,0,0
2023-03,5199198421222,Champaign,6790182437094,6160174791,169.000,Fiddler on the Roof,Gift Collection,32493186154634,PCfiddlB,Black,Online Store,Dublin,United States,152.100,-16.900,1,1,1,1
2023-03,5207545741542,Lake Havasu City,6174152884454,6129484398747,169.000,Wildflowers,Gift Collection,37806903853211,PCwildfB,Black / Standard,Online Store,Houston,United States,169.000,0.000,1,1,1,1
2023-03,5182972887270,Bogota,6173248061670,4826253754506,69.000,Fiddler,Mini,33258703978634,MCfiddlB,Black,Online Store,Hollywood,United States,69.000,0.000,1,1,1,1
2023-03,5182972887270,Bogota,6173248061670,4612036624522,169.000,Jerusalem Prayer,Gift Collection,32492898451594,PCjerusB,Black,Online Store,Hollywood,United States,169.000,0.000,1,1,1,1
2023-03,5182972887270,Bogota,6173248061670,0,0.000,,,0,,,Online Store,Hollywood,United States,0.000,0.000,0,0,0,0
2023-03,5180921512166,Englewood,5966185234662,6306419079,169.000,Cranes in Winter,Gift Collection,32493198704778,PCcraneB,Black,Online Store,Englewood,United States,169.000,0.000,1,1,1,1
2023-03,5180921512166,Englewood,5966185234662,0,0.000,,,0,,,Online Store,Englewood,United States,15.000,0.000,0,0,0,0
2023-03,5200726229222,Holtville,6804982366438,0,0.000,,,0,,,Online Store,San Diego,United States,0.000,0.000,0,0,0,0
2023-03,5200726229222,Holtville,6804982366438,7340697977062,169.000,Rachel's Tomb,Gift Collection,41885021733094,PCracheB,Black,Online Store,San Diego,United States,169.000,0.000,1,1,1,1
2023-03,5193642639590,Garnet Valley,6761808298214,4600669896842,169.000,Kotel,Gift Collection,32493256441994,PCkotelB,Black,Online Store,Garnet Valley,United States,169.000,0.000,1,1,1,1
2023-03,5193642639590,Garnet Valley,6761808298214,0,0.000,,,0,,,Online Store,Garnet Valley,United States,0.000,0.000,0,0,0,0
2023-03,5198925037798,New York,6737462952166,0,0.000,,,0,,,Online Store,New York,United States,15.000,0.000,0,0,0,0
2023-03,5198925037798,New York,6737462952166,4826652835978,69.000,Wonder,Mini,33259816714378,MCwondeW,Wood,Online Store,New York,United States,69.000,0.000,1,1,1,1
2023-03,5198925037798,New York,6737462952166,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,New York,United States,10.000,0.000,1,1,1,1
2023-03,5173267792102,Northborough,6627347300582,0,0.000,,,0,,,Online Store,Northborough,United States,0.000,0.000,0,0,0,0
2023-03,5173267792102,Northborough,6627347300582,4600557273226,169.000,NY Jazz,Gift Collection,32493269909642,PCnyjazB,Black,Online Store,Northborough,United States,169.000,0.000,1,1,1,1
2023-03,5176873517286,Beverly Hills,5315077013659,0,0.000,,,0,,,Online Store,Lakewood,United States,0.000,0.000,0,0,0,0
2023-03,5176873517286,Beverly Hills,5315077013659,4600669896842,169.000,Kotel,Gift Collection,32493256474762,PCkotelC,Cream,Online Store,Lakewood,United States,143.650,-25.350,1,1,1,1
2023-03,5172818346214,New York,6737462952166,4826470842506,69.000,Mazal,Mini,33259296227466,MCmazalW,Wood,Online Store,New York,United States,69.000,0.000,1,1,1,1
2023-04,5227684856038,Beaverton,6958433042662,5646494269595,59.000,The Well of Being,Book Prints,36119407263899,,,Online Store,Beaverton,United States,59.000,0.000,1,1,1,1
2023-04,5249023377638,San Mateo,5201766318235,4826253754506,69.000,Fiddler,Mini,33258703978634,MCfiddlB,Black,Online Store,San Mateo,United States,69.000,0.000,1,1,1,1
2023-04,5215241601254,Liberty Twp,5178599538843,0,0.000,,,0,,,Online Store,Liberty Twp,United States,0.000,0.000,0,0,0,0
2023-04,5249128628454,Smithtown,7049667150054,0,0.000,,,0,,,Online Store,Smithtown,United States,15.000,0.000,0,0,0,0
2023-04,5228673204454,Dublin,6965456109798,4826253754506,69.000,Fiddler,Mini,33258703978634,MCfiddlB,Black,Online Store,Dublin,United States,69.000,0.000,1,1,1,1
2023-04,5228673204454,Dublin,6965456109798,0,0.000,,,0,,,Online Store,Dublin,United States,0.000,0.000,0,0,0,0
2023-04,5243579728102,Weston,5588314488987,5280931414171,69.000,Small Things,Mini,34575590981787,MCsmallB,Black,Online Store,Weston,United States,69.000,0.000,1,1,1,1
2023-04,5244381397222,Buffalo,7041760362726,4826366673034,69.000,Together,Mini,33258994925706,MCtogetB,Black,Online Store,Buffalo,United States,138.000,0.000,1,1,2,2
2023-04,5247169626342,Benson,6929959387366,4826526285962,69.000,Beginnings,Mini,33259441094794,MCbeginB,Black,Online Store,Benson,United States,62.100,-6.900,1,1,1,1
2023-04,5227388371174,West Plains,5926661554406,0,0.000,,,0,,,Online Store,Golden,United States,15.000,0.000,0,0,0,0
2023-04,5240786190566,Framingham,6573960954086,5755818934427,169.000,Feathers,Gift Collection,36586571169947,PCfeathB,Black,Online Store,Framingham,United States,169.000,0.000,1,1,1,1
2023-04,5243525857510,Newport Beach,5228600557723,0,0.000,,,0,,,Online Store,Newport Beach,United States,0.000,0.000,0,0,0,0
2023-04,5224907505894,Desenzano Del Garda,6737462952166,4796659433610,69.000,Love,Mini,43417907593446,,Wood / Hebrew,Online Store,Desenzano Del Garda,International,69.000,0.000,1,1,1,1
2023-04,5249023377638,San Mateo,5201766318235,0,0.000,,,0,,,Online Store,San Mateo,United States,0.000,0.000,0,0,0,0
2023-04,5214798315750,Garnet Valley,6761808298214,4600669896842,169.000,Kotel,Gift Collection,32493256441994,PCkotelB,Black,Online Store,Garnet Valley,United States,169.000,0.000,1,1,1,1
2023-04,5217117864166,Forest City,5200906518683,0,0.000,,,0,,,Online Store,Forest City,United States,0.000,0.000,0,0,0,0
2023-04,5227261395174,Washington,6956513394918,5646494269595,59.000,The Well of Being,Book Prints,36119407263899,,,Online Store,Washington,United States,59.000,0.000,1,1,1,1
2023-04,5238274818278,Chicago,5483718410395,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Glenview,United States,10.000,0.000,1,1,1,1
2023-04,5223308165350,Placentia,6933165474022,0,0.000,,,0,,,Online Store,Placentia,United States,15.000,0.000,0,0,0,0
2023-04,5244381397222,Buffalo,7041760362726,0,0.000,,,0,,,Online Store,Buffalo,United States,0.000,0.000,0,0,0,0
2023-04,5215241601254,Liberty Twp,5178599538843,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Liberty Twp,United States,10.000,0.000,1,1,1,1
2023-04,5210666533094,Pasadena,6862835581158,0,0.000,,,0,,,Online Store,Paris,International,0.000,0.000,0,0,0,0
2023-04,5217206501606,Manchester,6898103189734,7941422907622,169.000,Italian Pastel,Gift Collection,43270753059046,,Cream,Online Store,Manchester,International,152.100,-16.900,1,1,1,1
2023-04,5240786190566,Framingham,6573960954086,0,0.000,,,0,,,Online Store,Framingham,United States,15.000,0.000,0,0,0,0
2023-04,5227388371174,West Plains,5926661554406,8151177986278,169.000,Mesorah,Gift Collection,43671957536998,,Black,Online Store,Golden,United States,152.100,-16.900,1,1,1,1
2023-04,5243579728102,Weston,5588314488987,5906079547547,69.000,Tree of Orange Hearts,Mini,37053058252955,MCtoohC,Cream,Online Store,Weston,United States,69.000,0.000,1,1,1,1
2023-04,5238274818278,Chicago,5483718410395,0,0.000,,,0,,,Online Store,Glenview,United States,0.000,0.000,0,0,0,0
2023-04,5227602247910,Springfield,6046357258470,0,0.000,,,0,,,Online Store,Springfield,United States,0.000,0.000,0,0,0,0
2023-04,5209972408550,Nudgee,6858119741670,0,0.000,,,0,,,Online Store,Nudgee,International,15.000,0.000,0,0,0,0
2023-04,5244381397222,Buffalo,7041760362726,4796659433610,69.000,Love,Mini,33210380681354,MCahavaB,Black / English,Online Store,Buffalo,United States,0.000,-69.000,1,1,1,1
2023-04,5209456509158,Dordrecht,6856152514790,4826366673034,69.000,Together,Mini,33258995024010,MCtogetW,Wood,Online Store,Dordrecht,International,69.000,0.000,1,1,1,1
2023-04,5224894562534,West Hempstead,6420014104806,8151177986278,169.000,Mesorah,Gift Collection,43671957569766,,Cream,Online Store,West Hempstead,United States,152.100,-16.900,1,1,1,1
2023-04,5244381397222,Buffalo,7041760362726,5906079547547,69.000,Tree of Orange Hearts,Mini,37053058220187,MCtoohB,Black,Online Store,Buffalo,United States,0.000,-69.000,1,1,1,1
2023-04,5223308165350,Placentia,6933165474022,4806075023498,69.000,Bear,Mini,33210426556554,MCbearB,Black,Online Store,Placentia,United States,69.000,0.000,1,1,1,1
2023-04,5224967831782,West Plains,5926661554406,0,0.000,,,0,,,Online Store,West Plains,United States,0.000,0.000,0,0,0,0
2023-04,5227159060710,Finchley,6955636883686,0,0.000,,,0,,,Online Store,London,International,0.000,0.000,0,0,0,0
2023-04,5249023377638,San Mateo,5201766318235,4816345923722,69.000,Cat,Mini,33233301373066,MCcatB,Black,Online Store,San Mateo,United States,0.000,-69.000,1,1,1,1
2023-04,5249023377638,San Mateo,5201766318235,4826452033674,69.000,Western Wall,Mini,33259238588554,MCwesteW,Wood,Online Store,San Mateo,United States,69.000,0.000,1,1,1,1
2023-04,5243525857510,Newport Beach,5228600557723,4806031704202,69.000,Soar!,Mini,39939094347931,MCsoarW,Wood,Online Store,Newport Beach,United States,69.000,0.000,1,1,1,1
2023-04,5210666533094,Pasadena,6862835581158,6202345927,169.000,Shalom,Gift Collection,32493286621322,PCshaloB,Black,Online Store,Paris,International,169.000,0.000,1,1,1,1
2023-04,5247169626342,Benson,6929959387366,6848885522587,10.000,Hand-written personalization inside your painting,,40289823654043,,,Online Store,Benson,United States,9.000,-1.000,1,1,1,1
2023-04,5214798315750,Garnet Valley,6761808298214,0,0.000,,,0,,,Online Store,Garnet Valley,United States,0.000,0.000,0,0,0,0
2023-04,5227261395174,Washington,6956513394918,0,0.000,,,0,,,Online Store,Washington,United States,0.000,0.000,0,0,0,0
2023-04,5209554944230,Le Vésinet,6856480424166,0,0.000,,,0,,,Online Store,Le Grand Saconnex,International,0.000,0.000,0,0,0,0
2023-04,5249128628454,Smithtown,7049667150054,5755818934427,169.000,Feathers,Gift Collection,36586571202715,PCfeathC,Cream,Online Store,Smithtown,United States,169.000,0.000,1,1,1,1
