"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Impressions,Reach,Shares,Follows,Likes,Comments,Saves,Plays
18199136719269724,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Ready to see who wins the creativity race? Drop your bets in the comments! 🎨🤖",6,"08/16/2023 10:08",https://www.instagram.com/jeanpierreweillpaintings/reel/CwA2ODRgKuu/,"IG reel",,Lifetime,67900,62415,209,247,2127,45,538,67923
18086213443368300,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","3…2…1…

“Wings”

Our minds hold the key to discovery and books help us take flight!

Find this art piece on jeanpierrweill.com 🛒",10,"08/15/2023 10:08",https://www.instagram.com/jeanpierreweillpaintings/reel/Cv-Rk1pMCes/,"IG reel",,Lifetime,51484,48990,53,140,941,6,141,49739
18254478868160793,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Evolve 📖 

Evolve is Jean-Pierre Weill’s second book. It is an illustrated narrative from the book of Genesis told through 100 paintings about what it means to be personally free. These illustrations are just some of the beautifully painted pages you can find in the book! 

Available now on jeanpierreweill.com with 30% OFF. 🛒",0,"08/09/2023 09:08",https://www.instagram.com/jeanpierreweillpaintings/p/CvuvhpkrXiy/,"IG carousel",,Lifetime,7050,6825,1,1,153,2,44,
17998960622006336,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Brushstrokes of serenity: Recharging my soul, one canvas at a time 🎨",6,"08/07/2023 15:08",https://www.instagram.com/jeanpierreweillpaintings/reel/CvqRgUirBFU/,"IG reel",,Lifetime,45519,43308,46,142,792,6,136,43379
17977023644520387,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","In  the  quiet  stillness  of  dawn,  five cranes  raise  their  heads  in dance.  These elegant  creatures,  said  to  live  for  a  thousand years,  are  symbols  of  happiness,  eternal  youth,  and  good  fortune.  Their  joy  in  simply being  alive  is  apparent in  their  graceful  movement  through  beams  of  color  and  sunlight. 💫",0,"08/02/2023 16:08",https://www.instagram.com/jeanpierreweillpaintings/p/Cvdbw1kLZ5w/,"IG carousel",,Lifetime,4803,4744,2,2,100,6,27,
17854585037980112,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Stepping into our studio, we dive into a world of magic. With every brushstroke, we find solace and joy. 🎨",7,"07/31/2023 11:07",https://www.instagram.com/jeanpierreweillpaintings/reel/CvXvZrxMXjN/,"IG reel",,Lifetime,353722,325375,1418,4590,11667,89,2687,349342
17977108499197708,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","- Jerusalem Prayer -

This colorful and fantastical depiction of Jerusalem touches on the simple sacredness of prayer. Letters float in the air around the Heavenly Temple we build through acts of kindness. 

According to Jewish tradition, when Jacob dreamed of a ladder that stretched up to the Heavens, he was sleeping on the site of the future Holy Temple. 

This painting serves as a reminder of the power within each of us to connect. 

Today we want to commemorate Tisha b'Av, a solemn Jewish day of mourning and fasting that commemorates the destruction of the First and Second Temples in Jerusalem.",0,"07/27/2023 07:07",https://www.instagram.com/jeanpierreweillpaintings/p/CvNEdlErfFZ/,"IG image",,Lifetime,7732,7407,14,7,248,5,97,
17965196558390974,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","From us, to you, with love. ❤️🎨

Start your order at https://www.jeanpierreweill.com/",12,"07/24/2023 14:07",https://www.instagram.com/jeanpierreweillpaintings/reel/CvGDvNUrKoi/,"IG reel",,Lifetime,151650,141792,2391,1656,7116,40,3433,148069
17973606029273727,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Part 3: Revealing my art until it’s gone! Grab your favorites on jeanpierreweill.com 🛒🎨",14,"07/21/2023 08:07",https://www.instagram.com/jeanpierreweillpaintings/reel/Cu9s6sGsJYi/,"IG reel",,Lifetime,50563,46854,227,376,2085,46,448,49541
17990097910986472,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","🎨✨ This is my color palette, and this is what I’m currently creating. 

Hit that ‘Follow’ button to stay tuned for more artistic wonders! 🎨",17,"07/17/2023 08:07",https://www.instagram.com/jeanpierreweillpaintings/reel/CuzbdE_L1Pa/,"IG reel",,Lifetime,50346,45325,563,449,2403,57,568,50258
18017489734652611,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Limitless -

Looking to the horizon,  propelled forward by cycling and favorable winds the sense of camaraderie is tangible. These two are off on great adventures! 🚲

Visit our website jeanpierreweill.com 🛒",0,"07/12/2023 11:07",https://www.instagram.com/jeanpierreweillpaintings/p/Cum6qYsLUlw/,"IG carousel",,Lifetime,4050,3920,1,,70,0,27,
18046854187462234,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Behind every stroke lies passion, imagination, and endless possibilities. Welcome to our art studio! 🎨",13,"07/10/2023 12:07",https://www.instagram.com/jeanpierreweillpaintings/reel/CuhzzkWOS-Q/,"IG reel",,Lifetime,37166,34271,23,180,690,4,65,35678
18367178407003333,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Amidst the warmth of summer, we raise our glasses to celebrate life's exquisite moments. 🍷🤩

Two glasses of burgundy wine stand ready for the toast of some joyous occasion. Dark red grapes and blue skies through the window suggest a rich summer moment. L’chaim! To life! 🥂",0,"07/06/2023 11:07",https://www.instagram.com/jeanpierreweillpaintings/p/CuXcKGErFlf/,"IG image",,Lifetime,4303,4251,6,1,106,1,32,
