"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Impressions,Reach,Shares,Likes,Comments,Saves,Follows,Plays
18016377914233728,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Last chance! 🚨 Don’t miss out on owning the piece ‘Where’s Pablo’ by Jean Pierre Weill. We’re down to our last 3 pieces and once they’re gone, they’re gone for good!

But fret not, we’re excited to introduce ‘Cafe Picasso’, the stunning successor to ‘Where’s Pablo’.

To celebrate the end of this edition, we’re offering an exclusive 50% off on ‘Where’s Pablo’ for our beloved SM followers! 🌟 This is your opportunity to bring home a masterpiece at an incredible price.

Hurry, grab your piece of art history before it’s too late! DM us to claim yours today. 🖼️✨",0,"03/14/2024 09:03",https://www.instagram.com/p/C4gHglVL-4p/,"IG carousel",,Lifetime,20601,17763,18,1090,26,121,2,
18049943572535524,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Your wish is our command! ✨ 

Here’s the mesmerizing final reveal of ‘New York Jazz’. 🎨🌆 

Watch as the city comes alive with vibrant colors and the soulful sounds of jazz fill the air. From the swaying dancer to the curious cat and the saxophonist serenading the streets, every element tells a story. Step into the scene and feel the heartbeat of the city. 🎷",17,"03/13/2024 09:03",https://www.instagram.com/reel/C4dc-pQrvKy/,"IG reel",,Lifetime,33132,30472,138,1398,30,214,90,42701
18257767504172874,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Let the timeless allure of Café des Fleurs whisk you away to the enchanting streets of Paris, where every corner holds a story. 🌸✨",9,"03/11/2024 12:03",https://www.instagram.com/reel/C4YpISzPVCB/,"IG reel",,Lifetime,41263,38994,58,1394,29,150,60,63126
18176947156291417,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Step into the sacred space of community with ‘10th Man’ 🎨✨ Feel the power of unity as you become the missing piece in this captivating 3D painting by Jean Pierre Weill. Let your presence bring forth the divine, and immerse yourself in the beauty of collective prayer.",0,"03/07/2024 13:03",https://www.instagram.com/p/C4OpxO_rurv/,"IG image",,Lifetime,23274,22171,24,1003,12,122,9,
18010705307198165,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Watch the magic unfold as we assemble this  3D glass painting in a speedy manner! Want to see the final results? Drop a comment below! 🌟",15,"03/06/2024 12:03",https://www.instagram.com/reel/C4L8os1vByi/,"IG reel",,Lifetime,2044306,1966906,14206,64213,399,19458,17108,2962474
18038118985704260,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","🎉 Grateful for hitting 200k followers on Instagram! 🙌 Thank you for being part of our art studio family! 💖",9,"03/05/2024 10:03",https://www.instagram.com/reel/C4JIGdHLpbM/,"IG reel",,Lifetime,29306,26737,20,762,21,57,116,41024
18043808188724278,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Presenting ‘Dove with Olive Branch’: 

A symbol of peace and hope takes flight in vibrant colors and musical whispers. 🎨🕊️",17,"03/04/2024 11:03",https://www.instagram.com/reel/C4GqdGlPo6b/,"IG reel",,Lifetime,35851,32474,44,1138,24,145,83,43879
17914887605869832,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","I have always loved music. In my studio, Miles Davis or John Coltrane are often playing in the background. The element of jazz that delights me most is the spontaneity, the way the musicians communicate with each other through their instruments, making space for one another, building an invisible and intricate web of connection.

I believe that when we choose a piece of artwork, it is because something beacons our eyes and hearts and, without thinking too much about it, we fall in love.

The beauty of improvisation, to me, is perfectly embodied by a street musician playing the music that comes to him and the passerby who is moved to spontaneous dance. This interaction captures the magic of responding to the present moment and the opportunities it offers with our hearts.

When my children were small and visiting my studio, we would sometimes crank up the volume, clear the tables to the side of the room, and dance. I continue this tradition with my grandchildren and it never fails to delight us all. My hope is that this painting brings that fun free energy into your home, and invites you to dance 🙂

- Jean Pierre Weill",0,"02/28/2024 08:02",https://www.instagram.com/p/C35f94OLp3I/,"IG carousel",,Lifetime,13566,11430,10,489,10,56,1,
17863567500092216,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Where are you tuning in from? 🚩 Drop your flag in the comments and let’s connect through art! ✨",29,"02/27/2024 11:02",https://www.instagram.com/reel/C33NEJDv8yq/,"IG reel",,Lifetime,71922,70238,502,6875,1012,984,147,86666
18415188415049562,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Step into the rhythm of life with ‘Dancing on the Edge’! 🎻✨ 

Fiddler integrates color, dance and music within its multiple dimensions. 🎨 🎶 

The word “לחיים” (To Life!) floats among musical notes to the Heavens. It’s an invitation to appreciate all of life (even the challenges) as an opportunity to dance. 🌟 

Shipping’s on us, so visit jeanpierreweill.com to bring this piece into your home! 💃🕺",27,"02/26/2024 12:02",https://www.instagram.com/reel/C30vPD9v7NB/,"IG reel",,Lifetime,103639,101043,526,7147,118,947,441,126168
18023187025960322,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","🎨✨ Exclusive Instagram offer alert! ✨🎨 

We’re eager to offer you a rare opportunity to own a piece from our collection that’s no longer in production. 😮 

‘Tambourine Man’ - a captivating masterpiece by Jean Pierre Weill is a stunning painting . It measures 122 x 94 cm and is truly one-of-a-kind.  Normally priced at $22,000, we’re offering it exclusively on Instagram for just $8,000! 😱 

Don’t miss out on this incredible deal - it’s our last piece available! DM us now to claim this piece for your collection. 📩",0,"02/21/2024 11:02",https://www.instagram.com/p/C3nveDjPtv3/,"IG image",,Lifetime,16171,14803,14,650,6,69,2,
18015604166288512,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Welcome to our studio / museum! Thoughts? 🥹",29,"02/20/2024 12:02",https://www.instagram.com/reel/C3lRRtKvlRf/,"IG reel",,Lifetime,40253,37938,71,1617,66,140,190,47671
18025755025941328,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Come spend a morning at the studio with us. ☕️🎨 It begins with a hearty breakfast and a steaming cup of inspiration.",14,"02/19/2024 09:02",https://www.instagram.com/reel/C3icgAlLH3l/,"IG reel",,Lifetime,26461,25172,20,436,4,27,77,33411
18395471569064248,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Look closely at our art and you’ll see love everywhere 💕  Happy Valentine’s Day from our hearts to yours!",0,"02/14/2024 09:02",https://www.instagram.com/p/C3VkRemLkzS/,"IG image",,Lifetime,18542,17264,9,824,12,56,1,
18040351444660530,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Explore the enchanting tiny world of Jean Pierre Weill’s Mini Collection - the perfect gift for your beloved ones! 💖 Discover more at jeanpierreweill.com ✨",15,"02/13/2024 08:02",https://www.instagram.com/reel/C3S3PWJrVxQ/,"IG reel",,Lifetime,36388,33668,74,845,13,149,113,46063
17972868458526096,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Let the sounds of Venice serenade your soul 🎶💖 Dive into the romance of ‘Venice in Love’ – where every brushstroke whispers tales of passion and tranquility. Explore the enchantment at jeanpierreweill.com and let your heart drift along the canals. 🌊✨",21,"02/12/2024 10:02",https://www.instagram.com/reel/C3QgyXarrIX/,"IG reel",,Lifetime,67128,62313,745,4628,68,971,344,85275
17853665892121018,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Share the love to support local artists like us. ✨🙌🏼

Every like, share, and comment fuels our passion to keep creating magic. Thank you for being part of our journey! 💖",12,"02/08/2024 12:02",https://www.instagram.com/reel/C3GY0GsPPv6/,"IG reel",,Lifetime,93710,89958,381,6387,85,865,211,118680
17999355467426755,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","We’re so excited to share this new piece with you of the Cave of Machpelah, now available in a petite size! Explore more at jeanpierreweill.com ✨",27,"02/07/2024 10:02",https://www.instagram.com/reel/C3DmEP0LTBr/,"IG reel",,Lifetime,41157,36881,169,1497,26,278,172,50620
18054871666538668,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Brushing off those Monday blues with a splash of creativity at the art studio! 🎨💙",20,"02/05/2024 13:02",https://www.instagram.com/reel/C2-zyeeLt4C/,"IG reel",,Lifetime,28713,26722,44,716,21,115,86,35920
17999483948387404,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Did you catch yesterday’s Q&A session on our stories? 🤔💬 Check out our Q&A highlight to see them all.

If you have more questions, run to our stories and ask them before the option is gone!",0,"01/31/2024 09:01",https://www.instagram.com/p/C2xcp9zLutL/,"IG image",,Lifetime,14679,13598,1,197,0,5,10,
17851439859131081,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Hello everyone! What’s next to your coffee today? ☕ 🖌️",9,"01/30/2024 10:01",https://www.instagram.com/reel/C2u_6hSr4vz/,"IG reel",,Lifetime,48136,45378,193,2356,52,275,143,72407
18012067982278625,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Come with me and you’ll be in a world of pure imagination! 🎶🎨🖌️",13,"01/29/2024 08:01",https://www.instagram.com/reel/C2sPXWsr2f4/,"IG reel",,Lifetime,49893,46819,153,1832,34,382,158,64307
18015430165923119,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Fun, fun, fun at the art studio. ✨🎨

Did you know we have a Mini Collection full of incredible designs? Check it out at jeanpierreweill.com 🛒",6,"01/25/2024 11:01",https://www.instagram.com/reel/C2iORl5R60f/,"IG reel",,Lifetime,34247,32128,32,637,10,132,68,50911
17942850584780329,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","This Valentine’s Day, gift your loved one the timeless beauty of art. Discover unique pieces at jeanpierreweill.com with worldwide shipping! 💕🎨✨",0,"01/24/2024 10:01",https://www.instagram.com/p/C2fhsP8rU1Q/,"IG carousel",,Lifetime,17085,14255,16,459,4,64,1,
17921534033836490,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Imagine your favorite Petite Collection masterpiece taking center stage in your space, but 4X larger! 😍 

✈️ Free expedited worldwide shipping.",11,"01/23/2024 08:01",https://www.instagram.com/reel/C2cySMPLnuv/,"IG reel",,Lifetime,67580,66833,108,2710,49,312,106,90763
17912265005864266,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Dive into the enchanting details of Cafe d’artistes, where magic resides in every sip of coffee, every shared dance step, and every whispered idea.

Inspired by Van Gogh’s starlit nights and the love-filled dance of Renoir’s Bougival. ✨☕💃",0,"01/17/2024 10:01",https://www.instagram.com/p/C2NhS7UrkFl/,"IG carousel",,Lifetime,36618,30502,86,2427,55,322,15,
17952720818725736,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Where the magic happens 🎨✨",18,"01/16/2024 12:01",https://www.instagram.com/reel/C2LNVypvsZu/,"IG reel",,Lifetime,42408,38984,80,1503,30,164,121,48016
17983486202624847,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Dive into the enchantment of ‘Milk and Honey’ 🎨✨ 

Do you ever wonder what Jerusalem - Ir Shalem, the City of Peace, holds in her heart?

 🕊️🍯 Uncover the magic as hints of the Holy Land’s seven species come to life, revealing the abundant bounty within the brushstrokes. Can you spot them all? 🧐",43,"01/15/2024 13:01",https://www.instagram.com/reel/C2IrERNvqsp/,"IG reel",,Lifetime,57428,49475,513,3602,96,583,277,69327
17995122680396760,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","🎉 Giveaway is closed! 🎨

We have a winner! Congratulations @mirrorunderthestars ✨",0,"01/10/2024 11:01",https://www.instagram.com/p/C17ks0cLqLW/,"IG image",,Lifetime,36862,34327,123,1142,917,92,103,
17993581853286465,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","We’re all about family and connection at our studio. ❤️ If this sounds up your alley, follow along!",19,"01/09/2024 11:01",https://www.instagram.com/reel/C15ExwLPZ3a/,"IG reel",,Lifetime,1010450,1005888,4594,82874,266,8976,3675,1319826
18044701780590978,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Our petite “NY Jazz”  blossoms in its largest form at the studio! 🎨✨ 

Want a closer look? Let me know in the comments!",12,"01/08/2024 13:01",https://www.instagram.com/reel/C12tvsLrbkg/,"IG reel",,Lifetime,53499,49831,92,2537,52,220,155,70432
18331821169097945,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","Meet our littlest Picasso-in-training! 👧🖌️ Our adorable helper is busy bringing her own creativity to brighten up our family studio. ☀️",0,"01/04/2024 10:01",https://www.instagram.com/p/C1sFFgGL9b6/,"IG carousel",,Lifetime,15058,13151,1,370,6,15,7,
18081699202423358,17841402356724119,jeanpierreweillpaintings,"3D Painting on Glass","If you’re here it’s because you love creating or you appreciate watching creativity! 🎨 ❤️ 

Drop an emoji or introduce yourself in the comments, let’s form a tribe of artistic souls. 🤝",4,"01/03/2024 14:01",https://www.instagram.com/reel/C1p5miVLZ5z/,"IG reel",,Lifetime,45660,43416,27,1319,236,106,117,75460
